epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,5.33960868466285,0.013608870967741936,9.305891595946848,0.019190112213368027,0.009972609476841367,11.218929529190063
2,4.997268645994125,0.018649193548387098,7.156081533098554,0.04878842088144414,0.009890738003669028,10.224539518356323
3,4.581157945817517,0.03679435483870968,4.388324150594778,0.08716864530818019,0.009755282581475769,10.158272981643677
4,4.1355581514296995,0.06451612903225806,4.18690975477374,0.11156285574890226,0.009567727288213004,10.28886365890503
5,3.862009802172261,0.09425403225806452,3.8051287083339647,0.1001788908765653,0.009330127018922194,10.093813419342041
6,3.6808211188162527,0.11088709677419355,3.637973063049093,0.14457635387867945,0.009045084971874737,10.265986919403076
7,3.5191013966837237,0.15272177419354838,3.8212192487204866,0.18328183444462515,0.00871572412738697,10.393374681472778
8,3.3941210162255073,0.16733870967741934,3.5657490878245524,0.16913319238900634,0.008345653031794291,10.327484846115112
9,3.3134924903992684,0.17036290322580644,3.515297210164178,0.19661733615221988,0.007938926261462365,10.297794103622437
10,3.180893228900048,0.20161290322580644,3.651332894928728,0.1769393397300374,0.007499999999999999,10.195736169815063
11,3.1285031687828804,0.21824596774193547,3.5075470674210476,0.18816067653276955,0.007033683215379001,10.315958023071289
12,3.0306131070660007,0.22328629032258066,3.1006559106582046,0.25613920962758174,0.0065450849718747366,10.440230369567871
13,2.9062397480010986,0.25151209677419356,3.2402211570181407,0.2582533745324443,0.006039558454088796,10.57441759109497
14,2.7955257892608643,0.27923387096774194,3.0461884770553893,0.26199382013335504,0.0055226423163382676,10.537235260009766
15,2.745458310650241,0.2767137096774194,2.9024308958486302,0.3015124410473248,0.005000000000000001,10.196883916854858
16,2.6243304667934293,0.31401209677419356,2.8797366236802873,0.30525288664823547,0.0044773576836617335,10.216628074645996
17,2.5510012257483696,0.3382056451612903,2.793309340614248,0.2990730200032526,0.003960441545911203,10.392639636993408
18,2.4953605282691216,0.3326612903225806,2.8846752279889274,0.2945194340543178,0.003454915028125263,10.322593212127686
19,2.418512967325026,0.3387096774193548,2.796853108955876,0.30964384452756544,0.0029663167846209998,10.250502586364746
20,2.3535780291403494,0.3694556451612903,2.5983509446260578,0.34509676370141484,0.002500000000000001,10.479602098464966
21,2.2817255796924716,0.4007056451612903,2.5969859848450523,0.3481866970239063,0.0020610737385376348,10.076618909835815
22,2.1914676812387284,0.4032258064516129,2.542586988851411,0.35176451455521224,0.0016543469682057104,10.007611274719238
23,2.1447689994688957,0.42389112903225806,2.4870769162161754,0.38396487233696536,0.0012842758726130299,10.35703730583191
24,2.051875268259356,0.4380040322580645,2.4660012852682254,0.3955114652789071,0.0009549150281252634,10.08970046043396
25,2.0029926569231096,0.4632056451612903,2.4279720854576983,0.3951862091396975,0.0006698729810778065,10.16524624824524
26,1.9423651079977713,0.45514112903225806,2.384881526847296,0.40234184420230934,0.00043227271178699516,10.334345817565918
27,1.9264996705516693,0.4848790322580645,2.426226053883107,0.3959993494877216,0.00024471741852423234,10.365886449813843
28,1.9261994592605098,0.48538306451612906,2.418341993820301,0.39762563018376973,0.00010926199633097157,10.503420114517212
29,1.9151437321016866,0.49294354838709675,2.3844180523932397,0.4010408196454708,2.7390523158632995e-05,10.148640632629395
30,1.9138256157598188,0.4737903225806452,2.3926096543933846,0.40169133192389006,0.0,10.624661445617676
