epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,4.538413063172372,0.03477822580645161,4.333845046811578,0.03854285249634087,0.009972609476841367,11.483441352844238
2,4.178265002466017,0.07207661290322581,3.911483975033738,0.1214831679947959,0.009890738003669028,10.632444381713867
3,3.805672114895236,0.12348790322580645,3.686878688937572,0.1520572450805009,0.009755282581475769,10.525503158569336
4,3.5610532914438555,0.15977822580645162,3.4744232867205698,0.1686453081801919,0.009567727288213004,10.230991840362549
5,3.369452199628276,0.18800403225806453,3.3638921811495743,0.19092535371605138,0.009330127018922194,10.362941265106201
6,3.172773007423647,0.2162298387096774,3.2610080059533546,0.21044072206862904,0.009045084971874737,10.421321153640747
7,3.0966811949206936,0.23840725806451613,3.1853733573004104,0.2348349325093511,0.00871572412738697,10.359715938568115
8,2.979664494914393,0.2550403225806452,3.118015117849988,0.2416653114327533,0.008345653031794291,10.391225099563599
9,2.8373262882232666,0.2928427419354839,2.9209781988090877,0.31045698487558954,0.007938926261462365,10.403640031814575
10,2.832242742661507,0.30544354838709675,3.0019485098227268,0.2662221499430802,0.007499999999999999,10.632453203201294
11,2.6997026243517475,0.3165322580645161,2.845247202257661,0.29614571475036594,0.007033683215379001,10.56195616722107
12,2.649413631808373,0.34375,2.7546006272645243,0.32623190762725646,0.0065450849718747366,10.335571050643921
13,2.5347616826334307,0.37752016129032256,2.792542430865588,0.30785493576191253,0.006039558454088796,10.540617942810059
14,2.480101962243357,0.38356854838709675,2.7838946043485393,0.3174499918685965,0.0055226423163382676,10.678963661193848
15,2.4257559853215374,0.38961693548387094,2.6358024716512967,0.34607253211904376,0.005000000000000001,10.611289978027344
16,2.401981715233095,0.4002016129032258,2.5654036893478582,0.35680598471296143,0.0044773576836617335,10.418448448181152
17,2.331014621642328,0.4067540322580645,2.5866480666576392,0.3548544478777037,0.003960441545911203,10.23140263557434
18,2.2972296591727965,0.4117943548387097,2.5324347065142216,0.37225565132541877,0.003454915028125263,10.329763412475586
19,2.2263981834534676,0.4405241935483871,2.532946913721969,0.3764839811351439,0.0029663167846209998,10.262957572937012
20,2.206798795730837,0.43901209677419356,2.4452601040954764,0.39648723369653605,0.002500000000000001,10.515630960464478
21,2.1922589040571645,0.4475806451612903,2.4445498114893116,0.39046999512115793,0.0020610737385376348,10.384968042373657
22,2.1458515121090795,0.46723790322580644,2.3984961597720558,0.40234184420230934,0.0016543469682057104,10.58726954460144
23,2.10184564898091,0.46622983870967744,2.3603299424345465,0.4070580582208489,0.0012842758726130299,10.458125114440918
24,2.044307735658461,0.49243951612903225,2.3630003310893875,0.4129126687266222,0.0009549150281252634,10.431300163269043
25,2.0536805429766254,0.48538306451612906,2.37043709984871,0.4111237599609693,0.0006698729810778065,10.380600452423096
26,2.003918105556119,0.5100806451612904,2.3422749558199243,0.4231582371117255,0.00043227271178699516,10.573041200637817
27,2.0028791696794572,0.5005040322580645,2.3378518300534146,0.4223450967637014,0.00024471741852423234,10.46907377243042
28,2.034646395714052,0.5050403225806451,2.343962612840718,0.4187672792323955,0.00010926199633097157,10.427791595458984
29,2.004918325331903,0.4959677419354839,2.3379109527526163,0.4234834932509351,2.7390523158632995e-05,10.411442756652832
30,2.006607417137392,0.5015120967741935,2.335143250088359,0.4234834932509351,0.0,10.449312686920166
